ConfirmedForeignNational,ConfirmedIndianNational,Confirmed,Cured,Date,Deaths,Number of Records,Sno,State/UnionTerritory,Time
1,42,43,0,27-03-2020,3,1,400,Gujarat,10:00 AM
14,16,30,11,27-03-2020,0,1,401,Haryana,10:00 AM
0,3,3,0,27-03-2020,1,1,402,Himachal Pradesh,10:00 AM
0,13,13,1,27-03-2020,1,1,403,Jammu and Kashmir,10:00 AM
0,55,55,3,27-03-2020,2,1,404,Karnataka,10:00 AM
8,129,137,11,27-03-2020,0,1,405,Kerala,10:00 AM
0,13,13,3,27-03-2020,0,1,406,Ladakh,10:00 AM
0,20,20,0,27-03-2020,1,1,407,Madhya Pradesh,10:00 AM
3,127,130,15,27-03-2020,4,1,408,Maharashtra,10:00 AM
0,1,1,0,27-03-2020,0,1,409,Manipur,10:00 AM
0,1,1,0,27-03-2020,0,1,410,Mizoram,10:00 AM
0,2,2,0,27-03-2020,0,1,411,Odisha,10:00 AM
0,1,1,0,27-03-2020,0,1,412,Puducherry,10:00 AM
0,33,33,0,27-03-2020,1,1,413,Punjab,10:00 AM
2,39,41,3,27-03-2020,0,1,414,Rajasthan,10:00 AM
6,23,29,1,27-03-2020,1,1,415,Tamil Nadu,10:00 AM
10,35,45,1,27-03-2020,0,1,416,Telengana,10:00 AM
1,4,5,0,27-03-2020,0,1,417,Uttarakhand,10:00 AM
1,40,41,11,27-03-2020,0,1,418,Uttar Pradesh,10:00 AM
0,10,10,0,27-03-2020,1,1,419,West Bengal,10:00 AM
0,14,14,1,28-03-2020,0,1,420,Andhra Pradesh,6:00 PM
0,6,6,0,28-03-2020,0,1,421,Andaman and Nicobar Islands,6:00 PM
0,9,9,0,28-03-2020,1,1,422,Bihar,6:00 PM
0,8,8,0,28-03-2020,0,1,423,Chandigarh,6:00 PM
0,6,6,0,28-03-2020,0,1,424,Chhattisgarh,6:00 PM
1,38,39,6,28-03-2020,1,1,425,Delhi,6:00 PM
0,3,3,0,28-03-2020,0,1,426,Goa,6:00 PM
1,44,45,0,28-03-2020,3,1,427,Gujarat,6:00 PM
14,19,33,12,28-03-2020,0,1,428,Haryana,6:00 PM
0,3,3,0,28-03-2020,1,1,429,Himachal Pradesh,6:00 PM
0,20,20,1,28-03-2020,1,1,430,Jammu and Kashmir,6:00 PM
0,55,55,3,28-03-2020,2,1,431,Karnataka,6:00 PM
8,168,176,11,28-03-2020,0,1,432,Kerala,6:00 PM
0,13,13,3,28-03-2020,0,1,433,Ladakh,6:00 PM
0,30,30,0,28-03-2020,2,1,434,Madhya Pradesh,6:00 PM
3,177,180,25,28-03-2020,5,1,435,Maharashtra,6:00 PM
0,1,1,0,28-03-2020,0,1,436,Manipur,6:00 PM
0,1,1,0,28-03-2020,0,1,437,Mizoram,6:00 PM
0,3,3,0,28-03-2020,0,1,438,Odisha,6:00 PM
0,1,1,0,28-03-2020,0,1,439,Puducherry,6:00 PM
0,38,38,1,28-03-2020,1,1,440,Punjab,6:00 PM
2,52,54,3,28-03-2020,0,1,441,Rajasthan,6:00 PM
6,34,40,2,28-03-2020,1,1,442,Tamil Nadu,6:00 PM
10,46,56,1,28-03-2020,0,1,443,Telengana,6:00 PM
1,4,5,0,28-03-2020,0,1,444,Uttarakhand,6:00 PM
1,54,55,11,28-03-2020,0,1,445,Uttar Pradesh,6:00 PM
0,15,15,0,28-03-2020,1,1,446,West Bengal,6:00 PM
,,19,1,29-03-2020,0,1,447,Andhra Pradesh,7:30 PM
,,9,0,29-03-2020,0,1,448,Andaman and Nicobar Islands,7:30 PM
,,11,0,29-03-2020,1,1,449,Bihar,7:30 PM
,,8,0,29-03-2020,0,1,450,Chandigarh,7:30 PM
,,7,0,29-03-2020,0,1,451,Chhattisgarh,7:30 PM
,,49,6,29-03-2020,2,1,452,Delhi,7:30 PM
,,5,0,29-03-2020,0,1,453,Goa,7:30 PM
,,58,1,29-03-2020,5,1,454,Gujarat,7:30 PM
,,33,17,29-03-2020,0,1,455,Haryana,7:30 PM
,,3,0,29-03-2020,1,1,456,Himachal Pradesh,7:30 PM
,,31,1,29-03-2020,2,1,457,Jammu and Kashmir,7:30 PM
,,76,5,29-03-2020,3,1,458,Karnataka,7:30 PM
,,182,15,29-03-2020,1,1,459,Kerala,7:30 PM
,,13,3,29-03-2020,0,1,460,Ladakh,7:30 PM
,,30,0,29-03-2020,2,1,461,Madhya Pradesh,7:30 PM
,,186,25,29-03-2020,6,1,462,Maharashtra,7:30 PM
,,1,0,29-03-2020,0,1,463,Manipur,7:30 PM
,,1,0,29-03-2020,0,1,464,Mizoram,7:30 PM
,,3,0,29-03-2020,0,1,465,Odisha,7:30 PM
,,1,0,29-03-2020,0,1,466,Puducherry,7:30 PM
,,38,1,29-03-2020,1,1,467,Punjab,7:30 PM
,,55,3,29-03-2020,0,1,468,Rajasthan,7:30 PM
,,49,4,29-03-2020,1,1,469,Tamil Nadu,7:30 PM
,,66,1,29-03-2020,1,1,470,Telengana,7:30 PM
,,7,2,29-03-2020,0,1,471,Uttarakhand,7:30 PM
,,65,11,29-03-2020,0,1,472,Uttar Pradesh,7:30 PM
,,18,0,29-03-2020,1,1,473,West Bengal,7:30 PM
,,23,1,30-03-2020,0,1,474,Andhra Pradesh,9:30 PM
,,9,0,30-03-2020,0,1,475,Andaman and Nicobar Islands,9:30 PM
,,15,0,30-03-2020,1,1,476,Bihar,9:30 PM
,,8,0,30-03-2020,0,1,477,Chandigarh,9:30 PM
,,7,0,30-03-2020,0,1,478,Chhattisgarh,9:30 PM
,,87,6,30-03-2020,2,1,479,Delhi,9:30 PM
,,5,0,30-03-2020,0,1,480,Goa,9:30 PM
,,69,1,30-03-2020,6,1,481,Gujarat,9:30 PM
,,36,18,30-03-2020,0,1,482,Haryana,9:30 PM
,,3,0,30-03-2020,1,1,483,Himachal Pradesh,9:30 PM
,,48,2,30-03-2020,2,1,484,Jammu and Kashmir,9:30 PM
,,83,5,30-03-2020,3,1,485,Karnataka,9:30 PM
,,202,19,30-03-2020,1,1,486,Kerala,9:30 PM
,,13,3,30-03-2020,0,1,487,Ladakh,9:30 PM
,,47,0,30-03-2020,3,1,488,Madhya Pradesh,9:30 PM
,,198,25,30-03-2020,8,1,489,Maharashtra,9:30 PM
,,1,0,30-03-2020,0,1,490,Manipur,9:30 PM
,,1,0,30-03-2020,0,1,491,Mizoram,9:30 PM
,,3,0,30-03-2020,0,1,492,Odisha,9:30 PM
,,1,0,30-03-2020,0,1,493,Puducherry,9:30 PM
,,38,1,30-03-2020,1,1,494,Punjab,9:30 PM
,,59,3,30-03-2020,0,1,495,Rajasthan,9:30 PM
,,67,4,30-03-2020,1,1,496,Tamil Nadu,9:30 PM
,,71,1,30-03-2020,1,1,497,Telengana,9:30 PM
,,7,2,30-03-2020,0,1,498,Uttarakhand,9:30 PM
,,82,11,30-03-2020,0,1,499,Uttar Pradesh,9:30 PM
,,22,0,30-03-2020,1,1,500,West Bengal,9:30 PM
,,46,0,30-03-2020,0,1,501,Unassigned,9:30 PM
,,40,1,31-03-2020,0,1,502,Andhra Pradesh,8:30 PM
,,10,0,31-03-2020,0,1,503,Andaman and Nicobar Islands,8:30 PM
,,15,0,31-03-2020,1,1,504,Bihar,8:30 PM
,,13,0,31-03-2020,0,1,505,Chandigarh,8:30 PM
,,8,0,31-03-2020,0,1,506,Chhattisgarh,8:30 PM
,,97,6,31-03-2020,2,1,507,Delhi,8:30 PM
,,5,0,31-03-2020,0,1,508,Goa,8:30 PM
,,73,3,31-03-2020,6,1,509,Gujarat,8:30 PM
,,40,21,31-03-2020,0,1,510,Haryana,8:30 PM
,,3,0,31-03-2020,1,1,511,Himachal Pradesh,8:30 PM
,,54,2,31-03-2020,2,1,512,Jammu and Kashmir,8:30 PM
,,83,5,31-03-2020,3,1,513,Karnataka,8:30 PM
,,234,19,31-03-2020,1,1,514,Kerala,8:30 PM
,,13,3,31-03-2020,0,1,515,Ladakh,8:30 PM
,,47,0,31-03-2020,3,1,516,Madhya Pradesh,8:30 PM
,,216,39,31-03-2020,9,1,517,Maharashtra,8:30 PM
,,1,0,31-03-2020,0,1,518,Manipur,8:30 PM
,,1,0,31-03-2020,0,1,519,Mizoram,8:30 PM
,,3,0,31-03-2020,0,1,520,Odisha,8:30 PM
,,1,0,31-03-2020,0,1,521,Puducherry,8:30 PM
,,41,1,31-03-2020,3,1,522,Punjab,8:30 PM
,,74,3,31-03-2020,0,1,523,Rajasthan,8:30 PM
,,74,4,31-03-2020,1,1,524,Tamil Nadu,8:30 PM
,,79,1,31-03-2020,1,1,525,Telengana,8:30 PM
,,7,2,31-03-2020,0,1,526,Uttarakhand,8:30 PM
,,101,14,31-03-2020,0,1,527,Uttar Pradesh,8:30 PM
,,26,0,31-03-2020,2,1,528,West Bengal,8:30 PM
,,38,0,31-03-2020,0,1,529,Unassigned,8:30 PM
,,83,1,01-04-2020,0,1,530,Andhra Pradesh,7:30 PM
,,10,0,01-04-2020,0,1,531,Andaman and Nicobar Islands,7:30 PM
,,1,0,01-04-2020,0,1,532,Assam,7:30 PM
,,23,0,01-04-2020,1,1,533,Bihar,7:30 PM
,,16,0,01-04-2020,0,1,534,Chandigarh,7:30 PM
,,9,2,01-04-2020,0,1,535,Chhattisgarh,7:30 PM
,,152,6,01-04-2020,2,1,536,Delhi,7:30 PM
,,5,0,01-04-2020,0,1,537,Goa,7:30 PM
,,82,5,01-04-2020,6,1,538,Gujarat,7:30 PM
,,43,21,01-04-2020,0,1,539,Haryana,7:30 PM
,,3,0,01-04-2020,1,1,540,Himachal Pradesh,7:30 PM
,,62,2,01-04-2020,2,1,541,Jammu and Kashmir,7:30 PM
,,1,0,01-04-2020,0,1,542,Jharkhand,7:30 PM
,,101,8,01-04-2020,3,1,543,Karnataka,7:30 PM
,,241,23,01-04-2020,2,1,544,Kerala,7:30 PM
,,13,3,01-04-2020,0,1,545,Ladakh,7:30 PM
,,66,0,01-04-2020,3,1,546,Madhya Pradesh,7:30 PM
,,302,39,01-04-2020,9,1,547,Maharashtra,7:30 PM
,,1,0,01-04-2020,0,1,548,Manipur,7:30 PM
,,1,0,01-04-2020,0,1,549,Mizoram,7:30 PM
,,4,0,01-04-2020,0,1,550,Odisha,7:30 PM
,,3,1,01-04-2020,0,1,551,Puducherry,7:30 PM
,,42,1,01-04-2020,3,1,552,Punjab,7:30 PM
,,93,3,01-04-2020,0,1,553,Rajasthan,7:30 PM
,,234,6,01-04-2020,1,1,554,Tamil Nadu,7:30 PM
,,96,1,01-04-2020,3,1,555,Telengana,7:30 PM
,,7,2,01-04-2020,0,1,556,Uttarakhand,7:30 PM
,,103,14,01-04-2020,2,1,557,Uttar Pradesh,7:30 PM
,,37,6,01-04-2020,3,1,558,West Bengal,7:30 PM
,,86,1,02-04-2020,1,1,559,Andhra Pradesh,6:00 PM
,,10,0,02-04-2020,0,1,560,Andaman and Nicobar Islands,6:00 PM
,,5,0,02-04-2020,0,1,561,Assam,6:00 PM
,,24,0,02-04-2020,1,1,562,Bihar,6:00 PM
,,16,0,02-04-2020,0,1,563,Chandigarh,6:00 PM
,,9,2,02-04-2020,0,1,564,Chhattisgarh,6:00 PM
,,219,8,02-04-2020,4,1,565,Delhi,6:00 PM
,,5,0,02-04-2020,0,1,566,Goa,6:00 PM
,,87,8,02-04-2020,7,1,567,Gujarat,6:00 PM
,,43,21,02-04-2020,0,1,568,Haryana,6:00 PM
,,3,1,02-04-2020,1,1,569,Himachal Pradesh,6:00 PM
,,62,2,02-04-2020,2,1,570,Jammu and Kashmir,6:00 PM
,,1,0,02-04-2020,0,1,571,Jharkhand,6:00 PM
,,110,9,02-04-2020,3,1,572,Karnataka,6:00 PM
,,265,25,02-04-2020,2,1,573,Kerala,6:00 PM
,,13,3,02-04-2020,0,1,574,Ladakh,6:00 PM
,,99,0,02-04-2020,6,1,575,Madhya Pradesh,6:00 PM
,,335,42,02-04-2020,13,1,576,Maharashtra,6:00 PM
,,1,0,02-04-2020,0,1,577,Manipur,6:00 PM
,,1,0,02-04-2020,0,1,578,Mizoram,6:00 PM
,,4,0,02-04-2020,0,1,579,Odisha,6:00 PM
,,3,1,02-04-2020,0,1,580,Puducherry,6:00 PM
,,46,1,02-04-2020,4,1,581,Punjab,6:00 PM
,,108,3,02-04-2020,0,1,582,Rajasthan,6:00 PM
,,234,6,02-04-2020,1,1,583,Tamil Nadu,6:00 PM
,,107,1,02-04-2020,3,1,584,Telengana,6:00 PM
,,7,2,02-04-2020,0,1,585,Uttarakhand,6:00 PM
,,113,14,02-04-2020,2,1,586,Uttar Pradesh,6:00 PM
,,53,6,02-04-2020,3,1,587,West Bengal,6:00 PM
,,132,1,03-04-2020,1,1,588,Andhra Pradesh,6:00 PM
,,10,0,03-04-2020,0,1,589,Andaman and Nicobar Islands,6:00 PM
,,1,0,03-04-2020,0,1,590,Arunachal Pradesh,6:00 PM
,,16,0,03-04-2020,0,1,591,Assam,6:00 PM
,,29,0,03-04-2020,1,1,592,Bihar,6:00 PM
,,18,0,03-04-2020,0,1,593,Chandigarh,6:00 PM
,,9,3,03-04-2020,0,1,594,Chhattisgarh,6:00 PM
,,219,8,03-04-2020,4,1,595,Delhi,6:00 PM
,,6,0,03-04-2020,0,1,596,Goa,6:00 PM
,,95,10,03-04-2020,8,1,597,Gujarat,6:00 PM
,,49,24,03-04-2020,0,1,598,Haryana,6:00 PM
,,6,1,03-04-2020,1,1,599,Himachal Pradesh,6:00 PM
,,75,3,03-04-2020,2,1,600,Jammu and Kashmir,6:00 PM
,,2,0,03-04-2020,0,1,601,Jharkhand,6:00 PM
,,124,10,03-04-2020,3,1,602,Karnataka,6:00 PM
,,286,27,03-04-2020,2,1,603,Kerala,6:00 PM
,,14,3,03-04-2020,0,1,604,Ladakh,6:00 PM
,,104,0,03-04-2020,6,1,605,Madhya Pradesh,6:00 PM
,,335,42,03-04-2020,16,1,606,Maharashtra,6:00 PM
,,2,0,03-04-2020,0,1,607,Manipur,6:00 PM
,,1,0,03-04-2020,0,1,608,Mizoram,6:00 PM
,,5,0,03-04-2020,0,1,609,Odisha,6:00 PM
,,5,1,03-04-2020,0,1,610,Puducherry,6:00 PM
,,48,1,03-04-2020,5,1,611,Punjab,6:00 PM
,,167,3,03-04-2020,0,1,612,Rajasthan,6:00 PM
,,309,6,03-04-2020,1,1,613,Tamil Nadu,6:00 PM
,,158,1,03-04-2020,7,1,614,Telengana,6:00 PM
,,10,2,03-04-2020,0,1,615,Uttarakhand,6:00 PM
,,172,14,03-04-2020,2,1,616,Uttar Pradesh,6:00 PM
,,63,3,03-04-2020,3,1,617,West Bengal,6:00 PM
,,77,0,03-04-2020,0,1,618,Unassigned,6:00 PM
,,161,1,04-04-2020,1,1,619,Andhra Pradesh,6:00 PM
,,10,0,04-04-2020,0,1,620,Andaman and Nicobar Islands,6:00 PM
,,1,0,04-04-2020,0,1,621,Arunachal Pradesh,6:00 PM
,,24,0,04-04-2020,0,1,622,Assam,6:00 PM
,,30,0,04-04-2020,1,1,623,Bihar,6:00 PM
,,18,0,04-04-2020,0,1,624,Chandigarh,6:00 PM
,,9,3,04-04-2020,0,1,625,Chhattisgarh,6:00 PM
,,445,15,04-04-2020,6,1,626,Delhi,6:00 PM
,,7,0,04-04-2020,0,1,627,Goa,6:00 PM
,,105,14,04-04-2020,10,1,628,Gujarat,6:00 PM
,,49,24,04-04-2020,0,1,629,Haryana,6:00 PM
,,6,1,04-04-2020,1,1,630,Himachal Pradesh,6:00 PM
,,75,3,04-04-2020,2,1,631,Jammu and Kashmir,6:00 PM
,,2,0,04-04-2020,0,1,632,Jharkhand,6:00 PM
,,128,12,04-04-2020,3,1,633,Karnataka,6:00 PM
,,295,41,04-04-2020,2,1,634,Kerala,6:00 PM
,,14,3,04-04-2020,0,1,635,Ladakh,6:00 PM
,,104,0,04-04-2020,6,1,636,Madhya Pradesh,6:00 PM
,,490,42,04-04-2020,24,1,637,Maharashtra,6:00 PM
,,2,0,04-04-2020,0,1,638,Manipur,6:00 PM
,,1,0,04-04-2020,0,1,639,Mizoram,6:00 PM
,,5,0,04-04-2020,0,1,640,Odisha,6:00 PM
,,5,1,04-04-2020,0,1,641,Puducherry,6:00 PM
,,57,1,04-04-2020,5,1,642,Punjab,6:00 PM
,,200,21,04-04-2020,0,1,643,Rajasthan,6:00 PM
,,411,6,04-04-2020,2,1,644,Tamil Nadu,6:00 PM
,,159,1,04-04-2020,7,1,645,Telengana,6:00 PM
,,16,2,04-04-2020,0,1,646,Uttarakhand,6:00 PM
,,174,19,04-04-2020,2,1,647,Uttar Pradesh,6:00 PM
,,69,3,04-04-2020,3,1,648,West Bengal,6:00 PM
,,190,1,05-04-2020,1,1,649,Andhra Pradesh,6:00 PM
,,10,0,05-04-2020,0,1,650,Andaman and Nicobar Islands,6:00 PM
,,1,0,05-04-2020,0,1,651,Arunachal Pradesh,6:00 PM
,,26,0,05-04-2020,0,1,652,Assam,6:00 PM
,,30,0,05-04-2020,1,1,653,Bihar,6:00 PM
,,18,0,05-04-2020,0,1,654,Chandigarh,6:00 PM
,,9,3,05-04-2020,0,1,655,Chhattisgarh,6:00 PM
,,503,18,05-04-2020,7,1,656,Delhi,6:00 PM
,,7,0,05-04-2020,0,1,657,Goa,6:00 PM
,,122,18,05-04-2020,11,1,658,Gujarat,6:00 PM
,,59,25,05-04-2020,1,1,659,Haryana,6:00 PM
,,6,1,05-04-2020,1,1,660,Himachal Pradesh,6:00 PM
,,106,4,05-04-2020,2,1,661,Jammu and Kashmir,6:00 PM
,,3,0,05-04-2020,0,1,662,Jharkhand,6:00 PM
,,144,12,05-04-2020,4,1,663,Karnataka,6:00 PM
,,306,49,05-04-2020,2,1,664,Kerala,6:00 PM
,,14,10,05-04-2020,0,1,665,Ladakh,6:00 PM
,,165,0,05-04-2020,9,1,666,Madhya Pradesh,6:00 PM
,,490,42,05-04-2020,24,1,667,Maharashtra,6:00 PM
,,2,0,05-04-2020,0,1,668,Manipur,6:00 PM
,,1,0,05-04-2020,0,1,669,Mizoram,6:00 PM
,,20,0,05-04-2020,0,1,670,Odisha,6:00 PM
,,5,1,05-04-2020,0,1,671,Puducherry,6:00 PM
,,57,1,05-04-2020,5,1,672,Punjab,6:00 PM
,,200,21,05-04-2020,0,1,673,Rajasthan,6:00 PM
,,485,6,05-04-2020,3,1,674,Tamil Nadu,6:00 PM
,,269,32,05-04-2020,7,1,675,Telengana,6:00 PM
,,22,2,05-04-2020,0,1,676,Uttarakhand,6:00 PM
,,227,19,05-04-2020,2,1,677,Uttar Pradesh,6:00 PM
,,80,10,05-04-2020,3,1,678,West Bengal,6:00 PM
,,226,1,06-04-2020,3,1,679,Andhra Pradesh,6:00 PM
,,10,0,06-04-2020,0,1,680,Andaman and Nicobar Islands,6:00 PM
,,1,0,06-04-2020,0,1,681,Arunachal Pradesh,6:00 PM
,,26,0,06-04-2020,0,1,682,Assam,6:00 PM
,,32,0,06-04-2020,1,1,683,Bihar,6:00 PM
,,18,0,06-04-2020,0,1,684,Chandigarh,6:00 PM
,,10,8,06-04-2020,0,1,685,Chhattisgarh,6:00 PM
,,523,19,06-04-2020,7,1,686,Delhi,6:00 PM
,,7,0,06-04-2020,0,1,687,Goa,6:00 PM
,,144,22,06-04-2020,12,1,688,Gujarat,6:00 PM
,,84,25,06-04-2020,1,1,689,Haryana,6:00 PM
,,13,2,06-04-2020,1,1,690,Himachal Pradesh,6:00 PM
,,109,4,06-04-2020,2,1,691,Jammu and Kashmir,6:00 PM
,,4,0,06-04-2020,0,1,692,Jharkhand,6:00 PM
,,151,12,06-04-2020,4,1,693,Karnataka,6:00 PM
,,314,55,06-04-2020,2,1,694,Kerala,6:00 PM
,,14,10,06-04-2020,0,1,695,Ladakh,6:00 PM
,,165,0,06-04-2020,9,1,696,Madhya Pradesh,6:00 PM
,,748,56,06-04-2020,45,1,697,Maharashtra,6:00 PM
,,2,0,06-04-2020,0,1,698,Manipur,6:00 PM
,,1,0,06-04-2020,0,1,699,Mizoram,6:00 PM
,,21,2,06-04-2020,0,1,700,Odisha,6:00 PM
,,5,1,06-04-2020,0,1,701,Puducherry,6:00 PM
,,76,4,06-04-2020,6,1,702,Punjab,6:00 PM
,,274,21,06-04-2020,0,1,703,Rajasthan,6:00 PM
,,571,8,06-04-2020,5,1,704,Tamil Nadu,6:00 PM
,,321,34,06-04-2020,7,1,705,Telengana,6:00 PM
,,26,4,06-04-2020,0,1,706,Uttarakhand,6:00 PM
,,305,21,06-04-2020,3,1,707,Uttar Pradesh,6:00 PM
,,80,10,06-04-2020,3,1,708,West Bengal,6:00 PM
,,266,1,07-04-2020,3,1,709,Andhra Pradesh,6:00 PM
,,10,0,07-04-2020,0,1,710,Andaman and Nicobar Islands,6:00 PM
,,1,0,07-04-2020,0,1,711,Arunachal Pradesh,6:00 PM
,,26,0,07-04-2020,0,1,712,Assam,6:00 PM
,,32,0,07-04-2020,1,1,713,Bihar,6:00 PM
,,18,7,07-04-2020,0,1,714,Chandigarh,6:00 PM
,,10,9,07-04-2020,0,1,715,Chhattisgarh,6:00 PM
,,576,21,07-04-2020,7,1,716,Delhi,6:00 PM
,,7,0,07-04-2020,0,1,717,Goa,6:00 PM
,,165,25,07-04-2020,13,1,718,Gujarat,6:00 PM
,,90,25,07-04-2020,1,1,719,Haryana,6:00 PM
,,13,2,07-04-2020,1,1,720,Himachal Pradesh,6:00 PM
,,116,4,07-04-2020,2,1,721,Jammu and Kashmir,6:00 PM
,,4,0,07-04-2020,0,1,722,Jharkhand,6:00 PM
,,175,25,07-04-2020,4,1,723,Karnataka,6:00 PM
,,327,58,07-04-2020,2,1,724,Kerala,6:00 PM
,,14,10,07-04-2020,0,1,725,Ladakh,6:00 PM
,,229,0,07-04-2020,13,1,726,Madhya Pradesh,6:00 PM
,,868,56,07-04-2020,48,1,727,Maharashtra,6:00 PM
,,2,0,07-04-2020,0,1,728,Manipur,6:00 PM
,,1,0,07-04-2020,0,1,729,Mizoram,6:00 PM
,,42,2,07-04-2020,1,1,730,Odisha,6:00 PM
,,5,1,07-04-2020,0,1,731,Puducherry,6:00 PM
,,91,4,07-04-2020,7,1,732,Punjab,6:00 PM
,,288,21,07-04-2020,3,1,733,Rajasthan,6:00 PM
,,621,8,07-04-2020,5,1,734,Tamil Nadu,6:00 PM
,,364,35,07-04-2020,7,1,735,Telengana,6:00 PM
,,1,0,07-04-2020,0,1,736,Tripura,6:00 PM
,,31,5,07-04-2020,0,1,737,Uttarakhand,6:00 PM
,,305,21,07-04-2020,3,1,738,Uttar Pradesh,6:00 PM
,,91,13,07-04-2020,3,1,739,West Bengal,6:00 PM
,,305,5,08-04-2020,4,1,740,Andhra Pradesh,5:00 PM
,,10,0,08-04-2020,0,1,741,Andaman and Nicobar Islands,5:00 PM
,,1,0,08-04-2020,0,1,742,Arunachal Pradesh,5:00 PM
,,27,0,08-04-2020,0,1,743,Assam,5:00 PM
,,38,0,08-04-2020,1,1,744,Bihar,5:00 PM
,,18,7,08-04-2020,0,1,745,Chandigarh,5:00 PM
,,10,9,08-04-2020,0,1,746,Chhattisgarh,5:00 PM
,,576,21,08-04-2020,9,1,747,Delhi,5:00 PM
,,7,0,08-04-2020,0,1,748,Goa,5:00 PM
,,165,25,08-04-2020,13,1,749,Gujarat,5:00 PM
,,147,28,08-04-2020,3,1,750,Haryana,5:00 PM
,,18,2,08-04-2020,1,1,751,Himachal Pradesh,5:00 PM
,,116,4,08-04-2020,2,1,752,Jammu and Kashmir,5:00 PM
,,4,0,08-04-2020,0,1,753,Jharkhand,5:00 PM
,,175,25,08-04-2020,4,1,754,Karnataka,5:00 PM
,,336,70,08-04-2020,2,1,755,Kerala,5:00 PM
,,14,10,08-04-2020,0,1,756,Ladakh,5:00 PM
,,229,0,08-04-2020,13,1,757,Madhya Pradesh,5:00 PM
,,1018,79,08-04-2020,64,1,758,Maharashtra,5:00 PM
,,2,0,08-04-2020,0,1,759,Manipur,5:00 PM
,,1,0,08-04-2020,0,1,760,Mizoram,5:00 PM
,,42,2,08-04-2020,1,1,761,Odisha,5:00 PM
,,5,1,08-04-2020,0,1,762,Puducherry,5:00 PM
,,91,4,08-04-2020,7,1,763,Punjab,5:00 PM
,,328,21,08-04-2020,3,1,764,Rajasthan,5:00 PM
,,690,19,08-04-2020,7,1,765,Tamil Nadu,5:00 PM
,,427,35,08-04-2020,7,1,766,Telengana,5:00 PM
,,1,0,08-04-2020,0,1,767,Tripura,5:00 PM
,,31,5,08-04-2020,0,1,768,Uttarakhand,5:00 PM
,,343,26,08-04-2020,3,1,769,Uttar Pradesh,5:00 PM
,,99,13,08-04-2020,5,1,770,West Bengal,5:00 PM
,,348,6,09-04-2020,4,1,771,Andhra Pradesh,5:00 PM
,,11,0,09-04-2020,0,1,772,Andaman and Nicobar Islands,5:00 PM
,,1,0,09-04-2020,0,1,773,Arunachal Pradesh,5:00 PM
,,28,0,09-04-2020,0,1,774,Assam,5:00 PM
,,39,0,09-04-2020,1,1,775,Bihar,5:00 PM
,,18,7,09-04-2020,0,1,776,Chandigarh,5:00 PM
,,10,9,09-04-2020,0,1,777,Chhattisgarh,5:00 PM
,,669,21,09-04-2020,9,1,778,Delhi,5:00 PM
,,7,0,09-04-2020,0,1,779,Goa,5:00 PM
,,179,25,09-04-2020,16,1,780,Gujarat,5:00 PM
,,169,29,09-04-2020,3,1,781,Haryana,5:00 PM
,,18,2,09-04-2020,1,1,782,Himachal Pradesh,5:00 PM
,,158,4,09-04-2020,4,1,783,Jammu and Kashmir,5:00 PM
,,13,0,09-04-2020,0,1,784,Jharkhand,5:00 PM
,,181,28,09-04-2020,5,1,785,Karnataka,5:00 PM
,,345,83,09-04-2020,2,1,786,Kerala,5:00 PM
,,14,10,09-04-2020,0,1,787,Ladakh,5:00 PM
,,259,0,09-04-2020,16,1,788,Madhya Pradesh,5:00 PM
,,1135,117,09-04-2020,72,1,789,Maharashtra,5:00 PM
,,2,1,09-04-2020,0,1,790,Manipur,5:00 PM
,,1,0,09-04-2020,0,1,791,Mizoram,5:00 PM
,,42,2,09-04-2020,1,1,792,Odisha,5:00 PM
,,5,1,09-04-2020,0,1,793,Puducherry,5:00 PM
,,101,4,09-04-2020,8,1,794,Punjab,5:00 PM
,,383,21,09-04-2020,3,1,795,Rajasthan,5:00 PM
,,738,21,09-04-2020,8,1,796,Tamil Nadu,5:00 PM
,,442,35,09-04-2020,7,1,797,Telengana,5:00 PM
,,1,0,09-04-2020,0,1,798,Tripura,5:00 PM
,,35,5,09-04-2020,0,1,799,Uttarakhand,5:00 PM
,,410,31,09-04-2020,4,1,800,Uttar Pradesh,5:00 PM
,,103,16,09-04-2020,5,1,801,West Bengal,5:00 PM
,,363,7,10-04-2020,6,1,802,Andhra Pradesh,5:00 PM
,,11,0,10-04-2020,0,1,803,Andaman and Nicobar Islands,5:00 PM
,,1,0,10-04-2020,0,1,804,Arunachal Pradesh,5:00 PM
,,29,0,10-04-2020,0,1,805,Assam,5:00 PM
,,60,0,10-04-2020,1,1,806,Bihar,5:00 PM
,,18,7,10-04-2020,0,1,807,Chandigarh,5:00 PM
,,10,9,10-04-2020,0,1,808,Chhattisgarh,5:00 PM
,,898,25,10-04-2020,13,1,809,Delhi,5:00 PM
,,7,1,10-04-2020,0,1,810,Goa,5:00 PM
,,241,26,10-04-2020,17,1,811,Gujarat,5:00 PM
,,169,29,10-04-2020,3,1,812,Haryana,5:00 PM
,,28,6,10-04-2020,1,1,813,Himachal Pradesh,5:00 PM
,,184,6,10-04-2020,4,1,814,Jammu and Kashmir,5:00 PM
,,13,0,10-04-2020,1,1,815,Jharkhand,5:00 PM
,,197,30,10-04-2020,6,1,816,Karnataka,5:00 PM
,,357,96,10-04-2020,2,1,817,Kerala,5:00 PM
